Object,Time Step,Instance ID,Coordinates,Base Station,Delays,Delay slas,Delay sla deadlines,Communication Paths,Making Requests,Access History
User_4,51,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 51, 'interval': 0, 'next_access': inf}]}"
User_5,51,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 51, 'interval': 0, 'next_access': inf}]}"
User_6,51,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 51, 'interval': 0, 'next_access': inf}]}"
User_1,52,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 52, 'interval': 0, 'next_access': inf}]}"
User_2,52,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 52, 'interval': 0, 'next_access': inf}]}"
User_3,52,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 52, 'interval': 0, 'next_access': inf}]}"
User_4,52,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 52, 'interval': 0, 'next_access': inf}]}"
User_5,52,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 52, 'interval': 0, 'next_access': inf}]}"
User_6,52,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 52, 'interval': 0, 'next_access': inf}]}"
User_1,53,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 53, 'interval': 0, 'next_access': inf}]}"
User_2,53,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 53, 'interval': 0, 'next_access': inf}]}"
User_3,53,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 53, 'interval': 0, 'next_access': inf}]}"
User_4,53,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 53, 'interval': 0, 'next_access': inf}]}"
User_5,53,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 53, 'interval': 0, 'next_access': inf}]}"
User_6,53,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 53, 'interval': 0, 'next_access': inf}]}"
User_1,54,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 54, 'interval': 0, 'next_access': inf}]}"
User_2,54,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 54, 'interval': 0, 'next_access': inf}]}"
User_3,54,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 54, 'interval': 0, 'next_access': inf}]}"
User_4,54,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 54, 'interval': 0, 'next_access': inf}]}"
User_5,54,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 54, 'interval': 0, 'next_access': inf}]}"
User_6,54,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 54, 'interval': 0, 'next_access': inf}]}"
User_1,55,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 55, 'interval': 0, 'next_access': inf}]}"
User_2,55,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 55, 'interval': 0, 'next_access': inf}]}"
User_3,55,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 55, 'interval': 0, 'next_access': inf}]}"
User_4,55,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 55, 'interval': 0, 'next_access': inf}]}"
User_5,55,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 55, 'interval': 0, 'next_access': inf}]}"
User_6,55,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 55, 'interval': 0, 'next_access': inf}]}"
User_1,56,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True, '57': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 56, 'interval': 0, 'next_access': inf}]}"
User_2,56,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True, '57': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 56, 'interval': 0, 'next_access': inf}]}"
User_3,56,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True, '57': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 56, 'interval': 0, 'next_access': inf}]}"
User_4,56,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True, '57': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 56, 'interval': 0, 'next_access': inf}]}"
User_5,56,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True, '57': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 56, 'interval': 0, 'next_access': inf}]}"
User_6,56,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True, '57': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 56, 'interval': 0, 'next_access': inf}]}"
User_1,57,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True, '57': True, '58': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 57, 'interval': 0, 'next_access': inf}]}"
